,start_num,stop_reason,FX_best,X_best,Xmin,Xmax,dimensions,error_norm
38,38,max_iterations,-327.8963206133635,[-0.03776126  0.09733741],-0.2,0.2,2,62.103679386636486
39,39,max_iterations,-330.0,[ 7.33973233e-09 -3.09457046e-09],-0.2,0.2,2,60.0
40,40,max_iterations,-329.09147673206206,[-0.06717224 -0.01155978],-0.2,0.2,2,60.90852326793794
41,41,max_iterations,-318.074234431819,[-0.19501141 -0.17113635],-0.2,0.2,2,71.92576556818102
42,42,max_iterations,-325.75182141556036,[ 0.15130058 -0.0136297 ],-0.2,0.2,2,64.24817858443964
43,43,max_iterations,-330.0,[-1.15004865e-09  7.52335953e-09],-0.2,0.2,2,60.0
44,44,max_iterations,-330.0,[-1.14137549e-08 -2.27066072e-09],-0.2,0.2,2,60.0
45,45,max_iterations,-330.0,[3.02186405e-09 3.10294883e-10],-0.2,0.2,2,60.0
46,46,max_iterations,-330.0,[-4.82276165e-10 -6.48099772e-09],-0.2,0.2,2,60.0
47,47,max_iterations,-328.1624466655762,[-0.08728233  0.04293246],-0.2,0.2,2,61.837553334423774
48,48,max_iterations,-330.0,[ 2.60884901e-09 -6.61592225e-09],-0.2,0.2,2,60.0
49,49,max_iterations,-330.0,[-1.28992904e-09  2.09796143e-09],-0.2,0.2,2,60.0
50,50,max_iterations,-330.0,[-9.60904708e-09 -6.46506731e-09],-0.2,0.2,2,60.0
51,51,max_iterations,-330.0,[9.88164139e-09 2.36655438e-09],-0.2,0.2,2,60.0
52,52,max_iterations,-327.7012507191982,[ 0.00617238 -0.10960767],-0.2,0.2,2,62.298749280801815
53,53,max_iterations,-330.0,[3.44222056e-09 4.50473274e-09],-0.2,0.2,2,60.0
54,54,stagnation_lim,-330.0,[ 1.76131441e-09 -1.03672987e-08],-0.2,0.2,2,60.0
55,55,max_iterations,-330.0,[1.22849691e-09 4.33859529e-09],-0.2,0.2,2,60.0
56,56,max_iterations,-323.3521689425093,[-0.15515739 -0.10823602],-0.2,0.2,2,66.64783105749069
57,57,stagnation_lim,-330.0,[-1.40727259e-09 -6.93732778e-10],-0.2,0.2,2,60.0
58,58,max_iterations,-330.0,[-6.42552924e-09  3.29256538e-09],-0.2,0.2,2,60.0
59,59,max_iterations,-330.0,[-2.90322995e-09  6.63067961e-09],-0.2,0.2,2,60.0
60,60,max_iterations,-330.0,[-1.11372217e-08  4.72763772e-09],-0.2,0.2,2,60.0
61,61,max_iterations,-330.0,[ 2.49248150e-10 -3.90168751e-09],-0.2,0.2,2,60.0
62,62,max_iterations,-330.0,[ 5.29606403e-09 -7.38913601e-09],-0.2,0.2,2,60.0
63,63,max_iterations,-323.2170922261111,[-0.04684017  0.18993023],-0.2,0.2,2,66.7829077738889
64,64,max_iterations,-330.0,[ 6.25202307e-10 -1.08491274e-08],-0.2,0.2,2,60.0
65,65,max_iterations,-330.0,[-7.84210802e-09 -8.54597160e-10],-0.2,0.2,2,60.0
66,66,max_iterations,-330.0,[-7.71398458e-09 -8.31210207e-09],-0.2,0.2,2,60.0
67,67,max_iterations,-330.0,[-9.64843923e-09 -3.48901529e-09],-0.2,0.2,2,60.0
68,68,max_iterations,-330.0,[-1.53346421e-09 -5.04466087e-09],-0.2,0.2,2,60.0
69,69,max_iterations,-330.0,[-6.07822005e-09  6.92724389e-09],-0.2,0.2,2,60.0
70,70,max_iterations,-330.0,[-1.08036355e-08  4.06519669e-09],-0.2,0.2,2,60.0
71,71,max_iterations,-329.8525927821266,[-0.02632796  0.00717133],-0.2,0.2,2,60.14740721787342
72,72,stagnation_lim,-330.0,[5.7158849e-09 1.0228776e-08],-0.2,0.2,2,60.0
73,73,max_iterations,-326.04634752745335,[ 0.11956267 -0.08014752],-0.2,0.2,2,63.95365247254665
74,74,max_iterations,-330.0,[-3.23655244e-09  1.88248929e-09],-0.2,0.2,2,60.0
75,75,max_iterations,-330.0,[5.48434875e-09 8.60946011e-09],-0.2,0.2,2,60.0
76,76,max_iterations,-330.0,[-3.22581163e-09  6.98192116e-09],-0.2,0.2,2,60.0
77,77,max_iterations,-330.0,[-3.44072201e-09 -6.17024431e-09],-0.2,0.2,2,60.0
78,78,max_iterations,-330.0,[-2.73200524e-09  1.03681714e-08],-0.2,0.2,2,60.0
79,79,max_iterations,-330.0,[-7.31484934e-09  8.63040405e-09],-0.2,0.2,2,60.0
80,80,max_iterations,-330.0,[ 6.97659649e-09 -1.05366515e-09],-0.2,0.2,2,60.0
81,81,max_iterations,-330.0,[4.74057263e-09 6.03318865e-09],-0.2,0.2,2,60.0
82,82,max_iterations,-328.937072056797,[ 0.04885431 -0.05494796],-0.2,0.2,2,61.06292794320302
83,83,max_iterations,-330.0,[ 1.56201401e-09 -5.49448050e-09],-0.2,0.2,2,60.0
84,84,max_iterations,-330.0,[ 3.24066078e-09 -2.53497633e-09],-0.2,0.2,2,60.0
85,85,max_iterations,-330.0,[ 3.33558684e-09 -8.03504266e-10],-0.2,0.2,2,60.0
86,86,max_iterations,-330.0,[-5.34854545e-09 -4.03253075e-09],-0.2,0.2,2,60.0
87,87,max_iterations,-330.0,[ 4.94830800e-09 -3.31851525e-09],-0.2,0.2,2,60.0
88,88,max_iterations,-330.0,[-1.30088924e-10  7.89504103e-09],-0.2,0.2,2,60.0
89,89,max_iterations,-330.0,[-2.10276384e-09 -6.37218749e-09],-0.2,0.2,2,60.0
90,90,max_iterations,-330.0,[-1.73874789e-09  1.11338812e-09],-0.2,0.2,2,60.0
91,91,max_iterations,-323.7078334794816,[ 0.18402486 -0.03805416],-0.2,0.2,2,66.29216652051838
92,92,max_iterations,-325.66954599714944,[ 0.15328709 -0.00911499],-0.2,0.2,2,64.33045400285056
93,93,max_iterations,-330.0,[-9.73179732e-09 -8.46161079e-10],-0.2,0.2,2,60.0
94,94,max_iterations,-330.0,[-3.29740593e-09 -4.62614472e-09],-0.2,0.2,2,60.0
95,95,stagnation_lim,-330.0,[2.76996212e-09 5.27921870e-09],-0.2,0.2,2,60.0
96,96,max_iterations,-330.0,[ 1.57702639e-09 -5.50390340e-09],-0.2,0.2,2,60.0
97,97,max_iterations,-330.0,[9.57256891e-09 6.52275993e-09],-0.2,0.2,2,60.0
98,98,max_iterations,-330.0,[2.22640014e-09 3.42757848e-11],-0.2,0.2,2,60.0
