,start_num,stop_reason,FX_best,X_best,dimensions,error_norm
219,19,stagnation_lim,-329.99999999824286,"[ 3.71224629e-07 -4.60946138e-07 -2.29786190e-07 -7.76927734e-07
  1.28489522e-06  1.30988953e-06  2.09766022e-06  2.88405359e-07]",8,1.7571437638252974e-09
220,20,stagnation_lim,-329.9999999619245,"[-5.39846915e-06 -9.42004383e-06 -6.05704794e-06 -1.56294134e-06
 -8.93164303e-07 -1.14674718e-06  3.55031227e-06  4.49350027e-06]",8,3.8075484098953893e-08
221,21,stagnation_lim,-329.9999999807394,"[ 6.93401067e-07 -4.09137147e-07 -5.00893224e-07  2.29447380e-06
 -7.31214569e-06 -5.95205397e-06  1.40573447e-06  2.21662107e-07]",8,1.9260596673120745e-08
222,22,stagnation_lim,-329.99999999375785,"[ 1.22972391e-06  2.60123452e-07  7.55780082e-07 -1.51190582e-06
  4.36723360e-07 -3.98133732e-06  2.55030656e-06  2.11680393e-06]",8,6.2421463553619105e-09
223,23,stagnation_lim,-329.9999999840152,"[ 1.10327748e-06  2.23833751e-06 -3.25621587e-07  1.92945409e-06
 -6.13269724e-06 -4.33018335e-06 -3.37035592e-06  1.67206728e-06]",8,1.59848241310101e-08
224,24,stagnation_lim,-329.99999997688735,"[-2.47915982e-06 -2.11533924e-06  6.40580942e-06  6.20956703e-07
 -1.58116892e-06  2.21203701e-06  7.29873523e-06 -1.94785711e-06]",8,2.311264779564226e-08
225,25,stagnation_lim,-329.9999999979954,"[-1.15724964e-06  1.46701424e-06 -5.16834165e-07 -1.25817407e-06
  1.12660523e-07  1.46549595e-06  1.41557893e-06 -7.73502205e-07]",8,2.0045831661263946e-09
226,26,stagnation_lim,-329.9999999908014,"[-4.95673913e-06  6.20743415e-08  2.03778056e-07  3.11313182e-06
  7.44317099e-07 -3.36775186e-06  3.88640383e-08  4.02733332e-07]",8,9.198572570312535e-09
227,27,stagnation_lim,-329.99999993494436,"[-3.91088944e-06  5.11108854e-07 -2.76277869e-06 -4.86974924e-07
  4.50948156e-06  8.61326740e-07 -1.21478148e-05  1.16551077e-05]",8,6.505564442704781e-08
228,28,stagnation_lim,-329.9999999092645,"[ 5.22408378e-06  1.01047907e-05 -5.00392204e-06  1.59518455e-05
 -4.61941539e-06 -3.02439993e-06 -4.23843629e-06  7.58368586e-08]",8,9.073551154870074e-08
229,29,stagnation_lim,-329.99999999633366,"[ 4.03921467e-07 -1.92283730e-06 -1.68813797e-06  5.58115172e-07
 -1.65201119e-06  2.61305232e-06  5.55737401e-08  1.37774853e-06]",8,3.666343673103256e-09
230,30,stagnation_lim,-329.9999999956521,"[-1.93248675e-07 -4.00958248e-07  5.11396318e-07 -5.66164340e-07
  1.20285571e-06  4.41564295e-06  2.86191329e-07 -3.29830459e-07]",8,4.347896265244344e-09
231,31,stagnation_lim,-329.99999998728964,"[ 3.62060608e-07 -1.33670291e-06 -9.01928456e-07 -1.56105088e-07
  7.66374622e-07 -2.05187655e-06  7.00477718e-06  2.72887432e-06]",8,1.2710358987533255e-08
232,32,stagnation_lim,-329.99999999864497,"[ 1.70771992e-06 -8.63309991e-07 -1.46627942e-07  3.89127042e-08
 -1.27409717e-06 -1.13021779e-06  7.10491253e-08 -4.89661783e-07]",8,1.3550334188039415e-09
233,33,stagnation_lim,-329.99999999531525,"[ 2.45095524e-06 -2.15403340e-07 -1.09328188e-06 -3.08920757e-06
  3.54241983e-07  1.73147881e-06 -2.54059507e-08  1.92284346e-06]",8,4.6847503654134925e-09
234,34,stagnation_lim,-329.9999999930325,"[-2.28237001e-06  1.80063161e-06 -1.33331078e-06 -6.18547675e-07
 -3.50970964e-06 -9.84777591e-07  3.14950126e-06 -1.14065216e-06]",8,6.967525223444682e-09
235,35,stagnation_lim,-329.9999999899186,"[ 1.38218956e-06  2.60994710e-06  3.66282146e-06 -3.28018665e-07
 -1.69208431e-07 -1.52935757e-08  1.37968363e-06 -5.16109672e-06]",8,1.0081407708639745e-08
236,36,stagnation_lim,-329.9999999443373,"[-1.30127839e-07 -9.64319536e-07 -1.16021438e-05  6.10047533e-06
 -1.30668990e-06  5.65554602e-06 -3.00781137e-06 -8.06581521e-06]",8,5.566272420765017e-08
237,37,stagnation_lim,-329.9999999971457,"[-2.82160234e-06 -8.15852025e-07 -1.23357538e-07 -1.59636655e-07
 -1.48885842e-06  3.83288019e-07  6.96643937e-07 -1.69418935e-06]",8,2.854278591257753e-09
238,38,stagnation_lim,-329.9999999775754,"[ 8.78690322e-06  3.68899485e-06 -9.46841607e-07 -7.09547536e-08
 -9.47966705e-07 -4.09797072e-06  1.60622771e-07 -1.89579252e-06]",8,2.242461505375104e-08
239,39,stagnation_lim,-329.9999999883041,"[-1.01124718e-06  4.78264161e-06  4.53761278e-07 -2.01280671e-06
 -3.19051963e-06 -1.04513063e-06 -3.27438160e-06 -2.96755742e-06]",8,1.1695874491124414e-08
240,40,stagnation_lim,-329.99999990363864,"[-5.77900010e-06  1.19649340e-05 -5.41762965e-06  6.77257324e-06
 -2.18035140e-06  1.03843422e-05  1.06587799e-05 -2.78184859e-06]",8,9.636136155677377e-08
241,41,stagnation_lim,-329.9999999702701,"[-7.68060399e-06  1.13675035e-06 -3.28303406e-06 -2.78583069e-06
 -2.56008112e-06  2.92069619e-06 -5.04557463e-06  5.52168926e-06]",8,2.9729903872066643e-08
242,42,stagnation_lim,-329.9999999915683,"[ 2.23201750e-06  4.04761777e-06 -6.07515575e-07  7.93362560e-07
  5.44615426e-07  2.54513854e-06 -8.43280850e-07 -3.55685727e-06]",8,8.431698006461374e-09
243,43,stagnation_lim,-329.99999999795233,"[-7.52502786e-07 -4.00309196e-07  2.77803736e-08  2.42181890e-07
 -2.07616392e-06 -2.03957826e-06  9.45906778e-07 -4.12804953e-07]",8,2.047670477622887e-09
244,44,stagnation_lim,-329.99999996988925,"[ 6.62129143e-07 -1.22023199e-06  5.75969067e-06  7.06869799e-06
  6.85229538e-06  4.88127196e-07  3.21103396e-06  3.03368125e-06]",8,3.011075477843406e-08
245,45,stagnation_lim,-329.99999999529894,"[ 1.30239399e-06 -1.77694774e-06 -2.21949801e-06 -3.13184030e-06
  9.43388807e-08  1.69294004e-06  6.77740160e-07 -8.79322087e-07]",8,4.7010644266265444e-09
246,46,stagnation_lim,-329.9999999980598,"[-1.21342559e-06  1.24454898e-06  8.89605198e-07  2.51849699e-07
  4.36010614e-07 -7.00477740e-07  7.26160008e-07 -2.16689694e-06]",8,1.940179572557099e-09
247,47,stagnation_lim,-329.99999999609145,"[ 9.94547876e-09 -2.08686552e-06  1.36960032e-06 -2.00412879e-06
 -1.97444681e-06 -4.12463450e-07 -1.60810179e-06 -1.67304163e-06]",8,3.908553480869159e-09
248,48,stagnation_lim,-329.9999999827894,"[ 2.46667560e-06 -2.50831446e-06  1.48367981e-06  2.03124744e-06
  7.58549328e-06  8.61139314e-07 -7.41561371e-07  3.03576754e-06]",8,1.7210595615324564e-08
249,49,stagnation_lim,-329.9999999867326,"[-1.27829704e-06  4.11477156e-06  3.62810059e-06  8.80310645e-07
 -5.41844483e-06 -1.46455727e-06 -1.43253729e-07  1.68712793e-06]",8,1.3267424492369173e-08
250,50,stagnation_lim,-329.999999991192,"[ 5.00774241e-06 -2.48081219e-07  7.61475231e-07 -1.23475026e-06
  9.51228958e-07 -4.57875140e-07  7.72701785e-07 -3.92963192e-06]",8,8.808001439319924e-09
251,51,stagnation_lim,-329.9999999931485,"[ 1.01429246e-06  1.06182171e-07  1.97398371e-06 -7.73116248e-07
 -4.48164642e-07  4.71744868e-06  1.66304189e-06  1.94418068e-06]",8,6.8515078055497725e-09
252,52,stagnation_lim,-329.99999998589016,"[ 3.95775660e-07 -2.21125199e-06 -2.45908040e-07 -1.05771023e-06
 -3.41364868e-06  2.14416525e-06  6.18311031e-06  3.22708809e-06]",8,1.4109843959886348e-08
253,53,stagnation_lim,-329.99999997406275,"[-1.65032425e-06 -3.73219683e-07 -5.92578487e-06 -5.45502451e-07
 -5.80220165e-06 -4.07379155e-06 -6.48405183e-06  3.97279947e-07]",8,2.593725412225467e-08
254,54,stagnation_lim,-329.9999999250476,"[ 8.80817919e-07 -1.35856609e-05  8.77571102e-06 -8.39241652e-07
 -1.67236301e-06 -9.12187985e-07 -2.92485595e-06 -1.01268171e-05]",8,7.495242471122765e-08
255,55,stagnation_lim,-329.9999999855172,"[-3.86370187e-06  2.50748364e-06 -1.26555807e-06  2.43944001e-06
 -6.12645122e-06  3.81222746e-07  2.56003236e-06 -1.26954230e-08]",8,1.448279363103211e-08
256,56,stagnation_lim,-329.99999998923846,"[ 3.64589766e-06 -1.74348243e-06 -8.81274045e-07  5.24797886e-06
  4.86090051e-07  1.25853557e-06 -2.76981789e-06  3.18668593e-07]",8,1.0761539215309313e-08
257,57,stagnation_lim,-329.9999999999648,"[-2.38530816e-07  1.20407687e-07  8.19829141e-08 -4.47173092e-08
  5.68879617e-08  1.71769981e-07 -1.86239399e-07 -1.72679194e-07]",8,3.518607627484016e-11
258,58,stagnation_lim,-329.99999998162525,"[-2.76646652e-06 -1.45399309e-06  6.09746285e-06 -9.69406109e-07
 -3.30131780e-07  6.11796102e-08  6.48787339e-06  1.58961864e-06]",8,1.8374748833593912e-08
259,59,stagnation_lim,-329.9999999903361,"[ 1.69451089e-06 -3.07231424e-07 -2.36405871e-06  1.22103448e-06
 -6.48632276e-08 -4.44648584e-07  5.71787538e-06 -2.40199879e-06]",8,9.66389279710711e-09
260,60,stagnation_lim,-329.99999998217413,"[-4.35427894e-06 -4.13281755e-06  1.82063266e-06  7.96692681e-07
  1.37522534e-07  1.33721679e-06  2.05152464e-06  6.62168323e-06]",8,1.782586878107395e-08
261,61,stagnation_lim,-329.9999999945054,"[ 6.78425347e-07  1.44931230e-06 -2.28485528e-06 -2.25956463e-06
 -1.42576590e-06  1.95262658e-06  1.96416909e-06  2.25946664e-06]",8,5.494598553923424e-09
262,62,stagnation_lim,-329.9999999951353,"[-1.43892806e-07  2.21126612e-06  2.54043378e-07 -5.24975626e-08
 -4.29111073e-06 -1.45388763e-08 -7.79935257e-07  7.21795472e-07]",8,4.864716629526811e-09
263,63,stagnation_lim,-329.9999999755963,"[-2.87041416e-06  5.25286271e-06  8.91371054e-06  1.20180771e-07
  1.70808536e-06 -2.13039871e-06 -4.47090335e-07 -2.25297380e-07]",8,2.4403675524808932e-08
264,64,stagnation_lim,-329.9999999725602,"[ 4.64665182e-06  2.47116921e-07 -6.55737833e-06 -3.39399159e-06
 -5.07806659e-06 -3.30180586e-06 -2.49631845e-06  4.38404849e-06]",8,2.743979621300241e-08
265,65,stagnation_lim,-329.9999999951597,"[ 1.44754614e-06  3.23625095e-07  4.40896587e-08 -1.69520319e-07
  1.35397982e-06 -3.99509127e-06  1.23205100e-07 -2.08744535e-06]",8,4.840273959416663e-09
266,66,stagnation_lim,-329.9999999980604,"[ 5.90402968e-07 -9.79849188e-07  2.12512950e-07 -1.94060186e-07
 -1.73551724e-06  9.19640707e-07 -1.10552262e-06  1.81799837e-06]",8,1.939611138368491e-09
267,67,stagnation_lim,-329.9999999843029,"[ 1.29839812e-06  7.98463919e-07  8.42734398e-07  5.07920676e-06
  5.21300447e-07 -3.25492714e-06  6.20746732e-06 -9.43711735e-07]",8,1.569708274473669e-08
268,68,stagnation_lim,-329.9999999850263,"[ 2.78915473e-06  1.42793230e-06 -8.99856991e-07 -1.97193365e-06
 -6.26798551e-07 -3.40721191e-06  6.99572774e-06 -1.28543938e-07]",8,1.4973693396314047e-08
269,69,stagnation_lim,-329.99999999065216,"[-8.93361788e-07 -5.25269632e-07  7.20024761e-07 -6.03977352e-07
  5.05908210e-06  1.28274175e-06 -3.92511359e-06  1.58572281e-06]",8,9.347843388241017e-09
270,70,stagnation_lim,-329.99999999129517,"[ 2.94604822e-07  3.08329369e-06  1.17455047e-07  1.35315058e-06
 -1.02437522e-06 -2.35912923e-06  1.57686648e-06  4.83085425e-06]",8,8.704830634087557e-09
271,71,stagnation_lim,-329.9999999947967,"[ 3.51193048e-07  5.94382639e-07  7.13698141e-07  2.87820326e-06
  1.20693413e-06  1.32087080e-06 -3.16918431e-06 -1.92668631e-06]",8,5.203276032261783e-09
272,72,stagnation_lim,-329.99999999888433,"[ 4.90042699e-07  1.08776376e-06  4.73317079e-07  8.82262987e-07
  3.64931352e-07  9.58912306e-09  1.63332309e-06 -6.29936452e-07]",8,1.115665781981079e-09
273,73,stagnation_lim,-329.9999999946787,"[-8.13964545e-07 -3.06607475e-07  1.98920148e-06  2.12756731e-07
  1.05085761e-06  3.35089574e-07 -4.56480628e-06 -9.63457208e-08]",8,5.321282969816821e-09
274,74,stagnation_lim,-329.9999999916317,"[ 8.23534122e-07 -2.09387215e-06 -1.76531660e-06 -2.98335126e-06
  3.06202225e-07 -3.74143376e-06  1.06688438e-06  3.14181941e-06]",8,8.368317594431574e-09
275,75,stagnation_lim,-329.9999999842705,"[-2.07859933e-06  5.28518342e-06  1.72931146e-06  1.17406461e-07
  6.17190744e-06 -1.86050122e-06  1.06700815e-08 -1.57250640e-06]",8,1.572948349348735e-08
276,76,stagnation_lim,-329.99999998675355,"[-1.47894787e-06 -1.82584892e-07  6.76537599e-07  2.54757376e-06
  7.35754764e-06 -1.39032226e-06  1.05161759e-06 -6.54305284e-07]",8,1.3246449270809535e-08
277,77,stagnation_lim,-329.9999999487208,"[-4.65440831e-06  1.11145373e-06  1.92047843e-06 -3.45599878e-06
  6.02187257e-06  4.02355477e-06  8.56955740e-06 -9.69812359e-06]",8,5.12791871187801e-08
278,78,stagnation_lim,-329.99999998295965,"[-2.86731719e-06 -7.26731305e-07  1.29200766e-06  2.01071176e-06
  3.40619024e-06 -1.15949765e-06  3.44508432e-06  6.82753114e-06]",8,1.7040349575836444e-08
279,79,stagnation_lim,-329.9999999978794,"[-4.25451467e-07 -6.65295214e-08 -1.80104626e-06  3.68603650e-07
  5.40411681e-07  1.11840290e-06  4.75348650e-08  2.36191540e-06]",8,2.120600584021304e-09
280,80,stagnation_lim,-329.9999999889362,"[ 2.28745555e-06  5.09066875e-06 -1.03476674e-06 -5.54151500e-07
 -3.61723002e-06 -3.12548796e-06  1.95601959e-07 -5.92156404e-07]",8,1.1063775673392229e-08
281,81,stagnation_lim,-329.99999998895845,"[ 3.56283723e-07  1.78944562e-06 -1.38256012e-07  2.61649011e-06
 -4.63046701e-06  3.96157574e-06  2.82674907e-06  5.78877504e-07]",8,1.1041549896617653e-08
282,82,stagnation_lim,-329.99999998684757,"[ 1.59280789e-06  1.73102019e-06 -5.56832715e-06  2.32551544e-07
 -3.63492210e-06  1.61140313e-06 -1.04324980e-06  3.57823113e-06]",8,1.3152430256013758e-08
283,83,stagnation_lim,-329.99999993658173,"[ 3.43078466e-06 -5.08711773e-06 -1.18367847e-05  4.14403475e-06
 -5.58190061e-06  4.17902103e-07 -8.71204460e-06 -4.18302368e-06]",8,6.341826974676223e-08
284,84,stagnation_lim,-329.9999999944403,"[ 3.82275853e-07  1.92568101e-06 -6.60196975e-07 -2.70890900e-06
  1.16954049e-06 -3.85496286e-06 -2.00025667e-08  4.07721599e-07]",8,5.5596842685190495e-09
285,85,stagnation_lim,-329.99999998463977,"[ 2.71901153e-06  1.88741545e-06 -2.24403717e-06 -8.98320440e-07
  4.04863447e-06  6.78019267e-07 -2.12608428e-06  6.26530908e-06]",8,1.5360228644567542e-08
286,86,stagnation_lim,-329.99999999013136,"[ 1.64200816e-06 -4.34240415e-06  6.71735301e-07  3.41867135e-06
 -2.86266452e-06 -8.59643011e-08  2.77502231e-06 -3.85788582e-07]",8,9.86864279184374e-09
287,87,stagnation_lim,-329.99999999360125,"[-1.41389658e-06 -1.23185734e-06 -1.39433827e-08 -2.72149975e-07
  3.34364013e-06  2.39528595e-06 -6.86285282e-07  3.35766479e-06]",8,6.398749974323437e-09
288,88,stagnation_lim,-329.99999999208393,"[ 7.77308376e-07  4.06228775e-06  6.26749035e-07  6.81111860e-07
 -1.82006299e-06 -6.55793725e-07  4.21642603e-06  6.45860850e-07]",8,7.916071353974985e-09
289,89,stagnation_lim,-329.9999999886395,"[ 6.04949815e-06  9.95976736e-07  6.71191919e-08 -6.79911014e-07
  4.20880002e-06 -4.93993535e-07 -1.11551873e-06  7.22001603e-08]",8,1.1360498319845647e-08
290,90,stagnation_lim,-329.9999999984167,"[-2.91245423e-07 -1.08821646e-06  5.28776858e-07  1.07625285e-06
 -5.79500418e-07  1.82858154e-06  1.13595019e-08  1.26259317e-06]",8,1.5833165889489464e-09
291,91,stagnation_lim,-329.99999996443233,"[ 8.58029805e-06 -1.87122802e-06  5.07927660e-07  5.79715686e-06
 -7.99062334e-08 -1.00247704e-06  8.05350743e-06  1.55610117e-06]",8,3.5567666145652765e-08
292,92,stagnation_lim,-329.99999999521,"[ 1.68984382e-07 -6.49274821e-07 -9.83518539e-07  4.90201098e-07
 -1.59381255e-07 -1.13543884e-06  4.25858848e-06 -1.74253583e-06]",8,4.790024377143709e-09
293,93,stagnation_lim,-329.9999999428147,"[-4.35385118e-06  5.20072917e-06  8.80798721e-07 -3.88666469e-07
 -1.08521860e-05 -3.10424586e-06  1.02277869e-05  3.04947455e-06]",8,5.7185275181836914e-08
294,94,stagnation_lim,-329.99999999644325,"[ 3.45965020e-07  1.21671675e-06 -1.15401418e-07  1.79578883e-06
  7.91498335e-07  2.07349898e-06 -2.40388899e-06  1.54441234e-06]",8,3.5567495615396183e-09
295,95,stagnation_lim,-329.99999997900994,"[ 1.71639285e-06  1.28910652e-06 -6.30011232e-06  1.08594626e-06
 -6.29655258e-06  4.31500217e-06  1.43402090e-06 -1.17437032e-08]",8,2.099005769196083e-08
296,96,stagnation_lim,-329.9999999747618,"[-6.19851307e-06 -3.10956869e-06 -1.56628883e-06 -2.88888904e-06
  7.32542833e-08 -1.74463557e-06 -2.77669146e-06 -7.58714716e-06]",8,2.5238193757104455e-08
297,97,stagnation_lim,-329.9999999833283,"[ 1.16644798e-07  3.33749983e-07 -1.09259083e-06 -2.62506280e-07
 -6.17006862e-06  5.14227448e-06 -3.95125624e-06 -1.58788766e-06]",8,1.6671720004524104e-08
298,98,stagnation_lim,-329.9999999784794,"[ 3.56290401e-06 -4.54304548e-06 -4.45668895e-06 -4.31900862e-06
 -5.60842031e-07 -1.14420787e-06  4.59231773e-06 -3.72993721e-06]",8,2.152057732018875e-08
299,99,stagnation_lim,-329.9999999706772,"[-3.92485048e-06  1.64004076e-06 -5.11765059e-07  8.90364038e-06
  6.24459024e-07  6.40874654e-06 -2.08741109e-06 -2.08613563e-06]",8,2.9322791306185536e-08
300,0,stagnation_lim,-325.0747599721894,"[-0.00158835  0.98552743 -0.00965092 -0.00386693 -0.04644404 -0.00537712
 -0.00184887 -0.06069705 -0.00626994  0.02230886  0.03942652  0.02597604
  0.98747978  0.0055612  -0.00729943  0.07747903]",16,4.9252400278106165
301,1,stagnation_lim,-329.9999966433773,"[ 3.99623335e-05 -2.92036019e-05 -6.88025028e-05  4.44260899e-07
  2.22617206e-05 -1.93877308e-06  1.73263496e-05 -4.00978612e-05
 -1.62367654e-05 -1.39558021e-05 -9.57508283e-06 -4.79718382e-06
  5.70653529e-05  4.39203576e-05  9.13586197e-06  3.85476780e-05]",16,3.356622698902356e-06
302,2,stagnation_lim,-329.96212638598365,"[ 5.25912669e-03 -1.27232732e-04 -2.36800270e-04 -9.31779233e-04
  5.21938330e-05  1.41789774e-03 -2.79314024e-03  7.34656392e-03
 -5.79830015e-04  5.52244552e-04 -2.75943792e-04  1.08374459e-03
 -8.59533476e-03  4.67207080e-03 -8.23512230e-04  5.20410208e-04]",16,0.037873614016348256
303,3,stagnation_lim,-322.1243227985599,"[ 5.25228471e-03  9.68336067e-01  7.03078144e-03 -3.12986457e-02
 -5.18780696e-04  1.63523907e-02  1.23691605e-02 -9.92724820e-01
 -3.23121180e-02 -5.87972528e-04  1.00324790e+00  2.48802486e-02
 -8.99377842e-01  1.82857746e-02 -1.03466164e+00 -7.50416731e-05]",16,7.875677201440112
304,4,stagnation_lim,-329.9999997855636,"[-5.41093036e-06 -4.04890867e-07  1.43174588e-05  2.82858127e-06
 -7.12356935e-07 -1.37478892e-06  2.36373841e-06 -1.38316016e-06
  7.20878936e-06  1.36447589e-05 -6.80136917e-06  1.26575004e-05
 -1.58016635e-05 -9.93849928e-06 -3.63212666e-06 -4.71862697e-06]",16,2.1443639752760646e-07
305,5,stagnation_lim,-328.12516568748396,"[-2.10148703e-02  9.41407733e-04  1.03855716e-03 -4.80730897e-03
 -5.60627109e-02  9.08071740e-03  5.86307385e-04  1.01287257e+00
 -2.09900256e-02 -1.74533231e-05  5.16962235e-04  2.98977655e-03
 -4.21003885e-04  1.12019431e-03  1.91746298e-03 -5.59760495e-04]",16,1.8748343125160432
306,6,stagnation_lim,-328.3052773299663,"[-7.47203554e-04 -3.15112070e-03  1.78188756e-03 -2.03856022e-02
  6.65748745e-03  9.66267458e-01  2.25299411e-03  3.17116128e-03
  2.49898937e-02  1.94920079e-02 -1.73267376e-02  4.63625504e-05
 -1.25525982e-03  2.09415963e-02  1.68330604e-03 -2.18141400e-02]",16,1.6947226700336842
307,7,stagnation_lim,-325.14972960356727,"[-0.0499581   1.06561933  0.00490009 -0.00256894 -0.01387115 -0.02716746
 -0.00838277 -0.00350897 -0.00954529  0.05809775 -0.00966731  0.00681593
  0.01795671  0.98448638  0.01038008  0.04325383]",16,4.850270396432734
308,8,stagnation_lim,-293.4927879571593,"[ 0.02847609 -0.79608816  0.93655457  0.18657682  0.1395243   1.00004381
 -0.14086855 -0.98003407  0.05393848 -0.99284944 -0.01200698  0.01945284
  0.95876168  0.96427085  0.82390216 -0.97209058]",16,36.507212042840706
309,9,stagnation_lim,-329.9801114113136,"[ 1.43737890e-05  3.36137731e-04  1.56123070e-03 -6.36605056e-03
  9.86413555e-04 -4.86087053e-03 -1.16104184e-04 -2.79808555e-03
  6.05400962e-04  1.13301978e-03 -1.03227076e-03 -8.45040846e-04
  4.01866577e-03 -1.05767270e-03 -1.53673406e-03  1.29473214e-03]",16,0.01988858868639909
310,10,stagnation_lim,-326.07685995247897,"[ 5.38160414e-03 -9.68043965e-01  1.01109648e+00  5.34054001e-03
  1.32033803e-02 -4.32254538e-04  6.40080114e-03  1.95932419e-02
  5.70362264e-03  4.93411747e-02  4.23018596e-03 -1.31259768e-03
 -1.00590970e+00 -3.00076180e-03 -2.20751775e-02  2.97786789e-03]",16,3.9231400475210307
311,11,stagnation_lim,-326.0333303545345,"[ 0.00370799  0.00132531  0.01825624 -0.02448566 -0.01007605  0.00468168
  0.00916085 -0.03469259  0.99708132  0.0245325  -0.00324583  0.01389771
  0.01901933 -0.00405331 -0.10610024 -0.02433448]",16,3.9666696454655153
312,12,stagnation_lim,-328.87180100079837,"[-0.00632702  0.01368597 -0.06509207  0.00439991 -0.00324404 -0.00785351
  0.00256608 -0.00227624 -0.01880642  0.01605832  0.0001719   0.0106249
 -0.00270827  0.01758672 -0.00042527 -0.01172212]",16,1.1281989992016292
313,13,stagnation_lim,-329.9999997997517,"[ 4.08283885e-06 -5.01812759e-06  2.30217345e-05 -1.51505152e-06
 -6.91406449e-06 -1.48290484e-05 -1.10552605e-06 -7.12024741e-06
  3.59041911e-08  3.55935253e-06  2.23270812e-07 -8.79091050e-06
  3.06015440e-06 -7.72162819e-07 -3.35152622e-06  2.09536826e-06]",16,2.0024828017994878e-07
314,14,stagnation_lim,-329.9999989906756,"[-1.62706227e-05  3.64094549e-06 -1.08017068e-05 -1.78043370e-07
 -3.48350269e-07 -1.02364850e-06  4.20624023e-05 -2.07134217e-05
  4.90263343e-06 -1.20977515e-05 -4.09756258e-06  6.40143073e-07
 -5.00603988e-07 -2.02726758e-05 -1.15789341e-05  4.19579505e-05]",16,1.009324421374913e-06
315,15,stagnation_lim,-329.6822227136719,"[ 4.73349550e-03 -9.85311843e-03 -6.05232184e-03 -7.44914985e-04
  1.10653094e-02  1.64502370e-03  3.70972265e-03 -1.86532097e-03
  5.08060181e-05  1.93397712e-03  3.20563583e-02  1.43218570e-02
 -1.93297919e-04  1.47142752e-03 -3.08923416e-03 -7.62712807e-03]",16,0.3177772863281234
316,16,stagnation_lim,-329.9999995159918,"[ 9.98871288e-08  1.70613975e-05  3.54430022e-05  1.11908053e-05
 -8.27476320e-06 -2.94368331e-06  1.89532242e-06 -6.36477170e-07
  9.45971700e-06  1.67485282e-05  8.74952097e-06  6.74981862e-06
 -9.87426534e-06  4.19824481e-06  6.85800613e-06  5.63083137e-06]",16,4.840081828660914e-07
317,17,stagnation_lim,-319.9852235693731,"[-9.05299640e-01  2.83402484e-04 -6.03989325e-02 -5.77688373e-05
  6.66342669e-03 -3.47190618e-02  2.43449013e-02 -4.49209937e-03
  3.81785867e-02 -9.85464812e-01 -7.60776897e-02  9.10895046e-01
  1.40345432e-02 -9.75122787e-01  4.90557791e-02 -1.09597481e-02]",16,10.01477643062691
318,18,stagnation_lim,-326.4904290615553,"[ 6.23119999e-03  9.18963258e-02 -2.73080218e-02  1.44923526e-02
  2.28400214e-03  7.94598572e-03  1.95585585e-02  1.70113420e-02
 -9.91753135e-01  5.49361712e-03  3.65279268e-02  3.20058805e-02
 -1.80567497e-02 -1.93158372e-04 -1.36105147e-03 -3.36277756e-03]",16,3.5095709384447105
319,19,stagnation_lim,-319.4356472290693,"[-9.71283038e-01 -4.09174246e-02 -6.50726506e-02 -1.00883654e+00
 -1.25029343e-02 -6.32841497e-02 -7.38713714e-04 -5.24738409e-02
  1.00948811e+00 -6.13798029e-02  3.89315608e-02  9.72792475e-01
 -9.50906063e-01  2.19635565e-02 -1.03235421e+00  8.11231991e-04]",16,10.564352770930725
320,20,stagnation_lim,-318.25379062122283,"[-2.27337018e-02 -3.34873083e-02  7.25957053e-02 -6.68364943e-03
  1.66897580e-02 -1.08635902e+00  9.79814017e-02  8.58322605e-03
  2.07439001e-02  2.34019097e-02 -1.09658187e+00 -8.57634656e-02
 -5.23642123e-03 -1.05690290e-03 -1.01673696e+00 -2.78071868e-02]",16,11.746209378777166
321,21,stagnation_lim,-329.99999998909766,"[ 1.52446495e-06 -8.64415743e-07 -1.26757818e-06  1.15433766e-06
 -1.27456201e-06 -1.89223204e-07 -8.40274896e-07 -1.02047923e-06
 -4.08843281e-07 -3.46577607e-06 -3.99405754e-07  5.24856669e-07
 -5.60438938e-06 -3.26121442e-07 -1.18513513e-06 -3.87189082e-08]",16,1.0902340363827534e-08
322,22,stagnation_lim,-325.4836605439163,"[-6.56718889e-03 -2.37179894e-03  1.09786317e-03  1.62366271e-03
 -5.47493526e-03  2.51745834e-03 -5.19367742e-03  1.44184942e-02
  1.42842361e-02  9.95141063e-01  6.38729444e-03  9.94013471e-01
 -1.00418760e+00 -4.53071647e-02 -8.57185883e-04 -9.91773674e-01]",16,4.516339456083699
323,23,stagnation_lim,-329.9999996349282,"[-2.64449295e-07  1.92482346e-05  7.64031656e-06 -2.10505890e-05
  4.60574472e-06 -7.28257568e-06  4.07322916e-06  3.53052011e-06
 -8.48135664e-07 -5.00388404e-07  8.41141958e-06 -2.60034302e-06
  1.79251341e-05 -5.72853232e-06 -2.05765080e-05 -2.96304001e-06]",16,3.6507179856926086e-07
324,24,stagnation_lim,-329.77116308719167,"[ 4.96893589e-05 -1.18303975e-04  4.35186945e-03  2.90870236e-03
 -4.38574459e-03 -1.25616921e-02  5.34252178e-03 -6.93790542e-04
  2.14805470e-03 -2.73998512e-02 -4.78440718e-04 -4.00597351e-04
 -5.75714020e-03  4.02199024e-03 -8.02896354e-04  1.07816911e-02]",16,0.22883691280833318
