,start_num,stop_reason,FX_best,X_best,Xmin,Xmax,dimensions,error_norm
91,91,stagnation_lim,-389.9999999998844,[0.99998929 0.99997867],0.8,1.2,2,1.156195139628835e-10
92,92,stagnation_lim,-389.99999751100785,[0.99842236 0.99684651],0.8,1.2,2,2.4889921519388736e-06
93,93,stagnation_lim,-389.99996410603944,[0.99401258 0.98803985],0.8,1.2,2,3.589396055758698e-05
94,94,stagnation_lim,-389.99999999966053,[1.0000183  1.00003682],0.8,1.2,2,3.3946889743674546e-10
95,95,stagnation_lim,-389.9999991563131,[0.99908397 0.99816202],0.8,1.2,2,8.436869052275142e-07
96,96,stagnation_lim,-389.9999999885595,[0.99989466 0.9997912 ],0.8,1.2,2,1.1440477010182803e-08
97,97,stagnation_lim,-389.9999999964821,[0.99994474 0.99988733],0.8,1.2,2,3.5179255064576864e-09
98,98,stagnation_lim,-389.9999999999556,[1.00000585 1.00001138],0.8,1.2,2,4.439471013029106e-11
99,99,stagnation_lim,-389.99999999710485,[0.99994622 0.99989262],0.8,1.2,2,2.895149009418674e-09
100,0,stagnation_lim,-389.9999429566842,[0.99839366 0.99676032 0.99344934 0.98688684],0.8,1.2,4,5.7043315791815985e-05
101,1,stagnation_lim,-389.99987938733346,[1.00240476 1.00480077 1.00952794 1.01912527],0.8,1.2,4,0.00012061266653518032
102,2,stagnation_lim,-389.9999972709521,[0.99965791 0.99928978 0.99857788 0.99717053],0.8,1.2,4,2.729047878347046e-06
103,3,stagnation_lim,-389.999955941493,[0.99856763 0.99712542 0.99430477 0.9885378 ],0.8,1.2,4,4.4058507000954705e-05
104,4,stagnation_lim,-389.99993289225404,[1.00178174 1.00357718 1.00714753 1.01434502],0.8,1.2,4,6.710774596285773e-05
105,5,stagnation_lim,-389.9999376072559,[1.00171534 1.00344186 1.00689364 1.01386211],0.8,1.2,4,6.239274409836071e-05
106,6,stagnation_lim,-389.99998616052284,[0.99918302 0.99838666 0.99676551 0.99356527],0.8,1.2,4,1.3839477162491676e-05
107,7,stagnation_lim,-389.99994273764366,[0.99835751 0.99671128 0.99340771 0.98681191],0.8,1.2,4,5.726235633574106e-05
108,8,stagnation_lim,-389.99998497239,[0.99918306 0.99832921 0.99664349 0.99333429],0.8,1.2,4,1.5027610004381131e-05
109,9,stagnation_lim,-389.9996909695923,[1.00386817 1.00765379 1.01529621 1.03085339],0.8,1.2,4,0.0003090304077204564
110,10,stagnation_lim,-389.99964507077414,[1.00409291 1.00819077 1.01645665 1.03323381],0.8,1.2,4,0.000354929225863998
111,11,stagnation_lim,-389.9998932027551,[0.99773339 0.99546872 0.99101453 0.9821358 ],0.8,1.2,4,0.00010679724488227293
112,12,stagnation_lim,-389.9999425444498,[1.00165742 1.00330405 1.00661191 1.01324495],0.8,1.2,4,5.7455550177110126e-05
113,13,stagnation_lim,-389.9999714552253,[0.99884253 0.99767468 0.99533971 0.99068035],0.8,1.2,4,2.854477469327321e-05
114,14,stagnation_lim,-389.99964127144017,[1.00410518 1.0082477  1.01653851 1.03339798],0.8,1.2,4,0.0003587285598314338
115,15,stagnation_lim,-389.9999942062525,[1.00052213 1.00105256 1.0020734  1.00415131],0.8,1.2,4,5.793747504867497e-06
116,16,stagnation_lim,-389.9997452973709,[1.00346677 1.00691413 1.01392111 1.02812433],0.8,1.2,4,0.0002547026290926624
117,17,stagnation_lim,-389.9998197829645,[1.00294933 1.00583856 1.01170095 1.02355716],0.8,1.2,4,0.00018021703550630264
118,18,stagnation_lim,-389.99976495942957,[0.99663987 0.99331111 0.98664167 0.97339399],0.8,1.2,4,0.00023504057043055582
119,19,stagnation_lim,-389.9998040419591,[1.00299448 1.00607709 1.01221838 1.02461257],0.8,1.2,4,0.00019595804087657598
120,20,stagnation_lim,-389.9999997033709,[0.99988041 0.99977383 0.99956225 0.9991286 ],0.8,1.2,4,2.9662908218597295e-07
121,21,stagnation_lim,-389.99999671016604,[1.00037763 1.00078457 1.00156193 1.00312935],0.8,1.2,4,3.2898339554776612e-06
122,22,stagnation_lim,-389.99988018981264,[0.99758341 0.99522026 0.9904677  0.98100864],0.8,1.2,4,0.00011981018735696125
123,23,stagnation_lim,-389.9998814881341,[0.99760585 0.99523646 0.99051213 0.98110687],0.8,1.2,4,0.00011851186587819029
124,24,stagnation_lim,-389.99899837031273,[0.99306066 0.98611156 0.97242986 0.94565435],0.8,1.2,4,0.0010016296872663588
125,25,stagnation_lim,-389.9998372120131,[1.00273845 1.00549723 1.01113118 1.02237384],0.8,1.2,4,0.00016278798688063034
126,26,stagnation_lim,-389.99986848983747,[0.99745343 0.99501994 0.99024474 0.98050215],0.8,1.2,4,0.00013151016253232228
127,27,stagnation_lim,-389.9999797346206,[1.00097716 1.00195853 1.00392593 1.0078914 ],0.8,1.2,4,2.0265379419015517e-05
128,28,stagnation_lim,-389.99985007173444,[1.00267651 1.00532824 1.01068569 1.02151527],0.8,1.2,4,0.00014992826555726424
129,29,stagnation_lim,-389.9995132321476,[0.99517083 0.99034055 0.98078391 0.96184679],0.8,1.2,4,0.0004867678524078656
130,30,stagnation_lim,-389.99985021239763,[1.00262912 1.00528205 1.01065572 1.0215248 ],0.8,1.2,4,0.0001497876023677236
131,31,stagnation_lim,-389.99995394671464,[1.0015006  1.00295885 1.00588277 1.01177777],0.8,1.2,4,4.605328535944864e-05
132,32,stagnation_lim,-389.99921447491374,[1.00605359 1.01213768 1.0244861  1.0496975 ],0.8,1.2,4,0.0007855250862576213
133,33,stagnation_lim,-389.99995510264347,[1.00145604 1.00285745 1.00553067 1.01109444],0.8,1.2,4,4.4897356531237165e-05
134,34,stagnation_lim,-389.99966284728475,[0.99596871 0.9919534  0.98401183 0.96821848],0.8,1.2,4,0.00033715271524670243
135,35,stagnation_lim,-389.999821249588,[1.00292339 1.00583602 1.01165486 1.02343588],0.8,1.2,4,0.00017875041197612518
136,36,stagnation_lim,-389.9999720031803,[1.00114792 1.00231387 1.00460659 1.00924229],0.8,1.2,4,2.799681971055179e-05
